participant,question,explId,explIndex,text,acc,satis,satisfaction,accuracy,causation,functional,general,mechanism
gpoDWHPbkzAdBKsat,21,421,14,It is a immune response to allergens that alert us to irritants we are allergic to.,5,3,4.888888888888889,5.181818181818182,4.5,4.454545454545454,4.333333333333333,5.2
hJZPCycYEkOedptjp,21,422,15,"There are many reasons that we may itch...dry skin, topical allergic reaction...or a skin condition.",7,6,4.666666666666667,5.636363636363637,5.8,3.1818181818181817,5.777777777777778,4.6
GJnVNgcecvIQFSdVR,21,423,16,"We itch because skin cells die, and the brain sends a signal to the skin to itch, as itching is a way to get old cells off, and the new cells in. We can also itch as a response to an external stimuli, such as a lotion we are allergic to, poison ivy, etc.",5,6,6,5.181818181818182,5.8,3.727272727272727,4.888888888888889,6.6
MOOSwFLfhOJUnYTLk,21,424,17,"We itch because for many reasons. For instance, dry skin will cause us to itch. The skin becomes flakey and will cause us to itch. Another reason may be that something has irritated our skin, such as poison ivy. Mosquito bites also cause itching.",5,4,5,5.909090909090909,5.6,2.8181818181818183,4.888888888888889,6.2
YOmhyPUQVZxnbktqz,21,425,18,We itch because we have dead skin cells or something on our bodies that we want to get rid of. We also can itch because of skin allergies to various items.,7,6,5.333333333333333,6.2727272727272725,5.2,3.090909090909091,5.111111111111111,6.2
zzBbCUFcmNcYmfyRO,21,426,19,Because our skin is irritated.,6,7,4.111111111111111,5.7272727272727275,5.4,1.6363636363636362,4.666666666666667,3.3
ZSMmapAbqaVaVXCDD,21,427,20,To attend to a need of the body.,5,5,2.7777777777777777,4.636363636363637,2.3,3.909090909090909,4.888888888888889,2.4
YxmQeLJFQTmqMDTqx,23,448,1,People get divorced because you should not have to suffer and be with someone the rest of your life if you are unhappy or in an unhealthy relationship.,6,7,4.7272727272727275,5.777777777777778,3.1,3.1818181818181817,3.769230769230769,4.181818181818182
izbugTHSynwfhPASB,23,449,2,Because of the fact that people enter in to marriage without being truly committed to their marriage.,5,4,4.363636363636363,5.222222222222222,4.2,2,2.8461538461538463,4.7272727272727275
DrWeENpeSgrWtENkk,23,450,3,Because they can't stand each other any longer or were betrayed by their mate.,7,7,4.636363636363637,5.777777777777778,4.4,2.3636363636363638,3.6923076923076925,4.636363636363637
KcpDcyNANvspiYxSI,23,451,4,Because they cannot reconcile their differences,5,4,4,5.444444444444445,4.9,3.5454545454545454,4.846153846153846,5.2727272727272725
gVfWXrXbQKuwAkgHN,23,452,5,Because they are selfish.,7,4,2.8181818181818183,3.3333333333333335,2.8,2.272727272727273,2.769230769230769,2.2727272727272725
RRFzfOABZaKHRrshK,23,453,6,They no longer love each other and wish to be apart.,5,6,4.454545454545454,5.777777777777778,5.2,3.8181818181818183,4.846153846153846,4.545454545454546
DETSyqgHRSIBdENzo,23,454,7,They get divorced because people change over time and sometimes the path one wants to go down or the person one becomes conflicts with the other partner.,5,4,5.181818181818182,5.777777777777778,4.6,2.6363636363636362,4.153846153846154,4.7272727272727275
jcCrwosQuPgUsaoAI,23,455,8,"People get divorced for many reasons, among them because they were incompatible in the first place.",5,4,4.545454545454546,4.555555555555555,4.6,1.4545454545454544,3.6153846153846154,4.181818181818182
xneWItWwDNEqdJnXA,23,456,9,Because they do not value commitment.,6,4,3.6363636363636362,3.6666666666666665,2.9,2.090909090909091,3.230769230769231,4.090909090909091
ofahXOKqubUEdeNDg,23,457,10,Because they will not work to resolve differences.,6,4,4,4.666666666666667,4.4,3.454545454545454,3.923076923076923,5
oyIGNSjKCMrgfHrbN,23,458,11,"People get divorced because their marriage no longer works for them. They either stop loving one another, or one is treating the other so badly that they can't handle it any more.",7,7,5.363636363636363,5.666666666666667,4.6,3.1818181818181817,4.461538461538462,4.454545454545454
uiIHZdsqHlvztDBlU,23,459,12,Because they are no longer compatible as romantic partners and that could be for any number of reasons.,7,4,4.2727272727272725,5.111111111111111,4.3,1.2727272727272727,4.923076923076923,4.181818181818182
QMOEoujhrWKSakyJy,23,460,13,"People get divorced because they no longer want to be married to each other, and because they are legally able to dissolve their marriage. They might want to be divorced because of infidelity, abuse, money issues, or simply because they grew apart.",7,7,5.454545454545454,6.111111111111111,4.7,3.7272727272727275,5.3076923076923075,4.909090909090909
gpoDWHPbkzAdBKsat,23,461,14,Divorce is usually caused by a failure of communication on important issues.,5,4,4.2727272727272725,4.555555555555555,5,3.1818181818181817,3.923076923076923,5
hJZPCycYEkOedptjp,23,462,15,"This is an individual decision...different beliefs, people find they are incompatible, irreconcilable differences.  So many reasons can lead to divorce...mistrust, infidelity, deceit and so much more.",6,6,5.363636363636363,6.222222222222222,4.2,1.272727272727273,4.230769230769231,5
GJnVNgcecvIQFSdVR,23,463,16,"People get divorced because they want their marriage to end. This may be a result of unhappiness, being bored, or because of something that the partner(s) did in the marriage.",6,6,4.636363636363637,5.555555555555555,4.7,4.363636363636363,4.615384615384615,4.545454545454546
MOOSwFLfhOJUnYTLk,23,464,17,"People change throughout a marriage. Their wants and needs may become different than they once were. Also, people may not fight and put in the hard work it takes to maintain a marriage.",5,4,5.545454545454546,5.666666666666667,4.5,2.727272727272727,4.230769230769231,5.090909090909091
YOmhyPUQVZxnbktqz,23,465,18,"People get divorced for a lot of reasons. People get divorced because of emotional abuse and physical abuse. People get divorced because of cheating on spouses. People get divorced because they just aren't getting along and can't work past things. People are getting divorced because of financial issues or just not wanting to be with their partner anymore, or finding someone else to be with.",7,6,5.909090909090909,5.777777777777778,4.8,3.090909090909091,4.6923076923076925,5.363636363636363
zzBbCUFcmNcYmfyRO,23,466,19,Because they no longer feel like that person is right for them.,5,6,4.090909090909091,5.888888888888889,4.5,2.090909090909091,4.538461538461538,4.545454545454546
ZSMmapAbqaVaVXCDD,23,467,20,Because they are no longer in love with each other.,6,6,5.090909090909091,5.444444444444445,4.7,2.5454545454545454,4.615384615384615,4.5
YxmQeLJFQTmqMDTqx,24,468,1,The sky is blue because the water in the air makes the light from the sun look blue after it is reflected from the ozone layer.,6,7,4.636363636363637,4.7,4.3,3.2,3.875,4.5
izbugTHSynwfhPASB,24,469,2,The sky is blue because of gases in our atmosphere.,5,4,3.4545454545454546,4.4,5.1,2.2,4,4.583333333333333
DrWeENpeSgrWtENkk,24,470,3,Because the atmosphere makes it seem to be blue.,1,2,3.3636363636363638,5,4.2,2.7,3.125,2.909090909090909
KcpDcyNANvspiYxSI,24,471,4,Because of the reflection of light through the atmosphere.,3,3,4.454545454545454,5.7,5.5,3.3,3.875,4.583333333333333
gVfWXrXbQKuwAkgHN,24,472,5,Because that is how God made it.,7,2,2.3636363636363638,3.6,2.7,2.4,3.875,1.9166666666666665
RRFzfOABZaKHRrshK,24,473,6,"The atmosphere scatters the incoming light from the sun, reflecting all other light except for blue.",4,5,5.454545454545454,4.2,4.9,2.3,3.875,4.666666666666667
DETSyqgHRSIBdENzo,24,474,7,Because of the way that light reflects off of our atmosphere.,5,4,4.363636363636363,5.7,5.7,2.9,4.5,4.916666666666667
jcCrwosQuPgUsaoAI,24,475,8,"The sky is blue because the sun emits all kinds of colors, and blue stands out the most.",5,6,3.909090909090909,3.4,3.7,1.6,3.875,3.75
xneWItWwDNEqdJnXA,24,476,9,Because that is the wavelength of color that is reflected by the sky.,6,7,5.090909090909091,5.3,5.1,2.8,5.25,4.583333333333333
ofahXOKqubUEdeNDg,24,477,10,Because that is the color of the atmosphere.,3,5,2.909090909090909,4,1.9,1.7,3.75,2.090909090909091
oyIGNSjKCMrgfHrbN,24,478,11,The sky is blue because of the way the atmosphere works.,6,5,3.3636363636363638,5.2,4.9,1.9,3.375,2.5833333333333335
uiIHZdsqHlvztDBlU,24,479,12,Because of the composition of the earth's atmosphere.,5,2,3.8181818181818183,4.2,4.5,2.4,5,2.8333333333333335
QMOEoujhrWKSakyJy,24,480,13,"The sky is blue because of the chemicals that make up our atmosphere. When the light from the sun hits the atmosphere, our eyes perceive it as blue.",5,5,4.909090909090909,4,5.1,2.9,5.125,4.833333333333333
gpoDWHPbkzAdBKsat,24,481,14,The atmosphere produces many chemical changes that produce the blue color.,2,3,4.181818181818182,3,4.5,3,3.625,4.333333333333333
hJZPCycYEkOedptjp,24,482,15,I love this question and I think that the sky is blue due to the sun's reflection on the water on the surface of the earth.,5,5,3.4545454545454546,3.7,3.3,1.9,2.625,3.8333333333333335
GJnVNgcecvIQFSdVR,24,483,16,The sky is blue due to the reflection of the ocean. The light reflects the color of the ocean in the sky (I believe...).,2,2,4.181818181818182,3.6,3.3,1.9,2.75,3.75
MOOSwFLfhOJUnYTLk,24,484,17,The sky is blue because of the reflection of light rays that the sun gives off and our eyes perceive this color as blue.,3,3,5.454545454545454,4.9,5.2,2.4,4.875,5.083333333333333
YOmhyPUQVZxnbktqz,24,485,18,The sky is blue because of the way that we perceive it to be.  The sky being blue has something to do with various particles of light hitting the Earths atmosphere and the way that our eyes see it.,5,6,5.181818181818182,5.1,5.2,2.9,4.5,3.9166666666666665
zzBbCUFcmNcYmfyRO,24,486,19,It is the color that is reflected through the ozone layer.,2,5,4,4.3,4.7,2.5,3.375,4.666666666666667
ZSMmapAbqaVaVXCDD,24,487,20,"The further something is, the more the color tend to the bluish hue.",6,5,2.4545454545454546,2.6,2,0.2,1.25,2.3636363636363638
YxmQeLJFQTmqMDTqx,25,488,1,Fridges hum because of the motor in them.,7,7,5,5.818181818181818,3.6666666666666665,4.4,4.666666666666667,4.25
izbugTHSynwfhPASB,25,489,2,Fridges hum because of the buzz of the compressor.,7,5,4.857142857142857,6.2727272727272725,5,3,4.833333333333333,5.833333333333333
DrWeENpeSgrWtENkk,25,490,3,Because the motor makes a humming noise when it is running.,7,7,4.714285714285714,5.818181818181818,4.777777777777778,5.2,5.083333333333333,4.416666666666667
KcpDcyNANvspiYxSI,25,491,4,A compressor that circulates refrigerant is running.,5,5,5.285714285714286,6.2727272727272725,4.111111111111111,3.1,5.75,5
gVfWXrXbQKuwAkgHN,25,492,5,Because there is a motor running in them.,7,7,4.428571428571429,5.818181818181818,4,4.1,5.666666666666667,4.333333333333333
RRFzfOABZaKHRrshK,25,493,6,"It's the sound of electricity, since the fridge has to be running all the time.",5,5,2.857142857142857,3.8181818181818183,1.7777777777777777,1.6,4.083333333333333,3.0833333333333335
DETSyqgHRSIBdENzo,25,494,7,Because there is a lot of electricity buzzing through the fridge to keep it running. When the electricity runs through it the fridge will make noise.,5,5,3.7142857142857144,3.8181818181818183,3,2.1,4.083333333333333,4.833333333333333
jcCrwosQuPgUsaoAI,25,495,8,Fridges hum to show that they're working. The mechanics are designed to make noise.,2,2,2.2857142857142856,3.5454545454545454,1,2.2,3,3.5833333333333335
xneWItWwDNEqdJnXA,25,496,9,Because the compressor is working.,5,7,4.428571428571429,6.181818181818182,4.444444444444445,3.1,4.75,4.916666666666667
ofahXOKqubUEdeNDg,25,497,10,Because it is a running machine.,7,7,3.2857142857142856,4.636363636363637,2,1.7,4.75,3.2727272727272725
oyIGNSjKCMrgfHrbN,25,498,11,They hum because of the motor operating to keep the contents cold.,7,5,5.285714285714286,6,3.888888888888889,5,4.916666666666667,4.916666666666667
uiIHZdsqHlvztDBlU,25,499,12,"Fridges up because they have a compressor inside to cool everything, same as a window a/c unit.",7,6,5,6.181818181818182,2.7777777777777777,3.5,4.666666666666667,4.666666666666667
QMOEoujhrWKSakyJy,25,500,13,"Fridges hum because they are running on electricity and all the different parts of the fridge (fridge, freezer, ice machine, etc) take work. This causes parts of the fridge to vibrate and make noise.",2,2,4.142857142857143,5.090909090909091,4.555555555555555,4.2,5.166666666666667,6.25
gpoDWHPbkzAdBKsat,25,501,14,It is the action of the motor's mechanical parts that causes the hum.,5,6,4.857142857142857,5.818181818181818,5,4.1,5.166666666666667,5.666666666666667
hJZPCycYEkOedptjp,25,502,15,"They hum because of the motor and cooling system that has to run in order to keep your food cold.  Also, if it sang loudly we would not be able to stand having it in our home.",5,6,3.142857142857143,5.818181818181818,2.3333333333333335,3.3,3.6666666666666665,4.7272727272727275
GJnVNgcecvIQFSdVR,25,503,16,"Fridges hum because it is a result of keeping the electricity running to keep the fridge cold. The fridge is vibrating, and the result of that vibration is a hum.",6,5,3.7142857142857144,4.090909090909091,4.333333333333333,3.6,4.583333333333333,5.416666666666667
MOOSwFLfhOJUnYTLk,25,504,17,The hum of a refrigerator is the sound of the motor running. The motor will kick on when the refrigerator needs to maintain its cooling process.,5,4,5.285714285714286,6.090909090909091,4.444444444444445,5,5.25,5.583333333333333
YOmhyPUQVZxnbktqz,25,505,18,Fridges hum because of the amount of electricity that is required to run them. The sound that you are hearing is the electricity running through them.,6,6,3.4285714285714284,3.6363636363636362,2.7777777777777777,1.4,3.916666666666667,4.583333333333333
zzBbCUFcmNcYmfyRO,25,506,19,The compressor makes the noise as it vibrates during operation.,6,6,5.142857142857143,6,4.777777777777778,4.2,6.166666666666667,5.583333333333333
ZSMmapAbqaVaVXCDD,25,507,20,It's the compressor that makes that sound.,7,7,5.142857142857143,6.090909090909091,4.333333333333333,3.8,5.25,4.333333333333333
kkPhZnXMkMBoEfHAH,26,508,1,They do drugs in order to escape. They do it to relax themselves and take away any pain they may have.,6,6,6,5.6,3.3,5.7,5.4,4.2
vFVntGTEMGrxJDXuo,26,509,2,Because they are not very intelligent.,5,6,2.7,3.1,2.2,0.3,2.8,2
gXBqRuYoqqpJdCTCJ,26,510,3,Because they are self-medicating to correct for organic brain diseases and disorders.,4,6,3.7,4.3,3.6,5.1,3.2,5.3
OeSHVrmAAjMibTybZ,26,511,4,Drugs are an escape from reality for some people with emotional problems.,6,7,5.5,5.1,3.5,3.9,4.6,4
zLLBlAYunqVdnudnb,26,512,5,They enjoy the feeling they get when using drugs.,6,6,5.3,5.1,2.4,5.3,5.5,3.8
gSZvNDBpWxZwvbpfF,26,513,6,To feel better and to experience altered consciousness.  To have fun.,6,5,5.4,5.5,3,5.6,5.5,4.2
SKEOGHOLYXnYmlRzG,26,514,7,"People are naturally both curious and restless.  Drugs have the ability to change our perceptions, and satisfy curiosity about what is possible in the world.  People are also restless, the existence of stories and movies shows how we want to get out of ourselves for a bit, and drugs allow this.",4,6,5.4,4.7,3.6,2.2,3.6,4.8
yFOxacOVfbqjosETn,26,515,8,"Because they enjoy the effects of the drugs, whether medical or recreational.",6,5,5.5,5.7,3.8,4.6,5.4,4.1
vNqtlmGbTDJwgqkki,26,516,9,"People do drugs to feel good, but they often assume they will not become addicted to the substance, so that cost/benefit analysis is faulty.",7,6,4.8,5.3,2.8,4,4.7,3.9
